model_key,mileage,engine_power,private_parking_available,has_gps,has_air_conditioning,automatic_car,has_getaround_connect,has_speed_regulator,rental_price_per_day,fuel_electro,fuel_hybrid_petrol,fuel_petrol,car_type_coupe,car_type_estate,car_type_hatchback,car_type_sedan,car_type_subcompact,car_type_suv,car_type_van
BMW,102884,85,1,0,1,0,0,0,75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mercedes,156195,105,1,1,0,0,1,1,128,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mercedes,132353,100,0,0,1,0,1,0,114,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mercedes,182372,100,1,1,0,0,0,0,117,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,137660,85,1,1,0,0,0,1,95,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,113121,85,1,1,0,0,0,0,104,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Citroën,54484,100,0,1,0,0,0,1,113,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,136286,85,0,0,0,0,0,0,93,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,60979,85,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Volkswagen,87768,70,0,0,0,0,0,0,79,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,123406,85,0,0,0,0,0,0,79,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Volkswagen,42240,100,1,1,0,0,1,0,158,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,52611,85,0,0,0,0,0,0,101,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Audi,144945,135,0,1,0,0,1,1,123,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mercedes,191392,100,0,0,1,0,0,0,110,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,184574,85,0,1,0,0,0,0,97,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Audi,143003,120,0,1,0,0,0,0,124,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mercedes,49189,100,1,1,1,0,1,1,135,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,86537,85,0,1,0,0,0,0,123,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,135543,85,0,1,0,0,0,0,83,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,115193,85,0,1,0,0,0,0,100,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Citroën,138439,90,0,0,1,0,0,1,70,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,145241,85,0,1,0,0,0,0,89,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,60957,85,1,0,0,0,0,0,113,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mercedes,193477,100,0,1,0,0,0,0,114,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,151557,85,0,0,0,0,0,1,95,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Peugeot,61476,135,1,1,0,1,1,1,122,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,177314,85,0,0,0,0,0,0,91,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mercedes,139767,105,0,1,0,0,0,0,121,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,121510,85,0,1,0,0,0,1,96,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Volkswagen,197578,120,1,1,0,0,0,0,151,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,70714,85,0,0,0,0,0,0,103,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mercedes,188345,100,1,1,0,0,0,1,128,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,137507,85,0,1,0,0,0,0,95,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Volkswagen,122621,190,1,1,1,1,1,1,176,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Volkswagen,149967,135,1,1,1,0,0,0,137,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,67035,85,0,0,0,0,0,0,94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Citroën,50972,110,0,1,0,0,0,0,117,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,155313,85,0,1,0,0,0,0,98,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,42485,85,0,0,0,0,0,0,104,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,77065,85,1,1,0,0,1,0,116,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Audi,117963,135,1,1,0,1,1,1,141,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,70800,85,0,1,0,0,0,0,100,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mercedes,140058,100,1,1,0,0,0,1,129,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mercedes,29835,100,1,1,0,0,0,0,153,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Volkswagen,81394,120,1,1,0,0,1,0,148,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,86736,85,0,1,0,0,0,0,123,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Citroën,105809,100,0,0,0,0,1,1,103,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,175172,85,0,0,0,0,0,0,73,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Volkswagen,109779,100,1,1,0,0,1,0,140,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Porsche,78740,75,1,1,0,0,0,0,144,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,129562,85,1,0,0,0,0,0,101,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,98204,85,0,1,0,0,1,1,107,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Citroën,174514,100,0,0,0,0,0,0,70,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,150130,85,1,1,0,0,1,0,106,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,189285,100,0,1,0,0,0,0,94,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Citroën,245775,90,1,1,0,0,0,0,57,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Opel,87036,120,1,1,0,0,1,0,158,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,116652,85,0,1,0,0,0,0,96,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,121765,85,1,1,0,0,1,0,104,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Opel,38700,120,1,1,1,0,1,0,158,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,136985,85,0,0,0,0,0,0,88,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mercedes,190919,100,1,1,1,0,1,0,123,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Citroën,108680,105,0,1,0,0,0,0,113,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Audi,95584,135,1,1,0,0,1,1,148,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,88491,85,0,0,0,0,0,0,101,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,155733,85,0,1,0,0,0,0,100,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Citroën,243524,110,0,0,1,0,0,1,33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mercedes,225046,105,1,1,0,0,0,1,114,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,57727,85,0,0,0,0,0,0,98,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Audi,153958,135,1,1,0,0,0,0,128,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mercedes,182506,100,0,1,0,0,0,0,114,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Peugeot,114968,135,0,1,0,1,0,1,117,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Audi,69626,135,1,1,1,0,1,1,150,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,122092,85,0,1,0,0,1,0,103,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,155705,85,0,0,1,0,0,1,102,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,163618,85,0,1,0,0,0,0,93,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,116770,85,0,1,0,0,1,0,98,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Audi,191795,135,1,1,0,0,0,0,110,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Citroën,59424,100,1,0,0,0,1,1,119,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,64215,85,0,0,0,0,0,0,100,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Volkswagen,181419,120,1,1,0,0,0,0,134,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,131547,85,1,1,0,0,0,0,60,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Citroën,96941,100,0,1,0,0,1,1,104,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mercedes,148625,105,0,0,0,0,1,0,124,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,199943,85,0,1,0,0,0,0,91,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Audi,170151,120,0,1,0,0,0,0,115,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,60598,85,0,0,0,0,0,0,103,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Citroën,42984,110,0,1,0,0,0,1,132,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Opel,26865,135,1,0,0,0,1,0,162,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Citroën,167598,105,1,0,0,0,0,0,97,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Opel,89703,120,1,1,0,0,1,0,154,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,25474,85,0,1,0,0,0,0,112,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Porsche,46359,125,1,1,0,0,0,0,146,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,25822,85,0,1,0,0,0,0,115,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,121457,85,0,1,0,0,1,1,99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mercedes,103332,105,1,1,1,0,1,0,139,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,183765,85,1,1,0,0,1,0,97,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mercedes,139226,100,0,1,0,0,1,1,120,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,121575,85,1,1,0,0,0,1,110,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Citroën,63257,110,0,1,0,0,0,0,118,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,120098,85,1,1,0,0,0,0,97,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,59675,85,1,1,1,0,0,1,127,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,120328,85,0,1,0,0,0,0,100,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Citroën,228508,100,1,0,0,0,1,0,63,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,159542,85,1,1,0,0,0,0,102,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,13818,80,0,1,0,0,0,0,144,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,181345,85,0,1,0,0,1,1,99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,188119,85,0,0,0,0,0,0,66,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,141228,85,0,1,0,0,0,0,100,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,144563,85,0,0,0,0,0,0,91,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mercedes,174999,100,0,1,0,0,0,1,128,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mercedes,102943,100,0,0,0,0,0,1,124,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Audi,117957,135,1,1,0,1,1,1,141,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,129357,85,0,1,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mercedes,129060,100,0,1,0,0,0,1,116,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Citroën,134449,105,0,0,0,0,0,0,87,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,149379,85,0,1,0,0,1,1,107,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,109621,85,1,1,0,0,0,0,104,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Peugeot,170529,66,0,0,1,0,0,0,32,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,141587,85,0,0,0,0,1,0,96,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Citroën,167897,105,0,1,0,0,1,1,114,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,186764,85,0,1,0,0,0,0,89,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Renault,45025,190,1,1,0,0,1,1,179,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,61316,85,1,0,0,0,1,1,106,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,129990,85,0,0,0,0,0,0,97,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Citroën,151293,100,0,1,0,0,0,0,71,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Renault,124536,135,1,1,0,0,1,0,123,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Volkswagen,51376,75,0,0,0,0,1,1,120,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,123743,85,0,1,0,0,0,1,103,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mercedes,121363,100,1,1,1,0,1,1,130,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Opel,64500,135,0,1,1,0,1,0,168,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Opel,65403,120,1,1,1,0,1,0,156,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,74947,85,0,0,0,0,0,1,109,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,114740,85,0,0,0,0,0,0,91,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Opel,476,120,1,1,0,0,0,1,174,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Citroën,153001,100,0,1,0,0,1,1,103,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,175163,85,0,0,0,0,0,0,67,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Opel,68267,135,1,0,1,1,1,0,153,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,100286,85,0,1,0,0,1,0,77,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Audi,69948,135,0,1,0,0,1,0,158,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mercedes,192802,100,0,1,0,0,0,0,120,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,66020,85,1,1,0,0,0,0,100,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Volkswagen,100056,120,1,1,1,0,1,0,153,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Volkswagen,88105,120,1,1,0,0,1,0,144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,96058,85,0,0,0,0,0,0,97,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,91429,85,0,0,0,0,0,0,101,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,99434,85,0,0,0,0,1,0,101,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Citroën,85932,105,0,1,0,0,0,0,109,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,109136,85,1,0,0,0,0,1,104,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,37204,85,0,1,0,0,0,0,103,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Citroën,42636,110,0,1,0,0,0,0,119,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,98254,85,0,0,0,0,1,1,103,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,110288,85,0,1,0,0,0,1,87,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,155624,85,1,1,0,0,0,0,92,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Opel,77358,140,1,1,0,0,0,1,171,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,182178,85,0,0,0,0,0,0,96,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,117791,160,0,1,0,0,0,1,143,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,75493,85,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,130333,85,1,1,0,0,0,0,102,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,120430,85,0,1,0,0,0,1,90,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,131612,85,0,1,1,0,1,0,103,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,140744,85,1,1,0,0,0,0,66,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Opel,55834,140,0,1,0,0,1,1,148,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,142955,85,0,1,0,0,0,1,93,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,132797,85,1,1,1,0,1,1,91,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mercedes,149038,100,1,1,0,0,0,0,114,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,38596,85,0,0,0,0,0,0,104,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Citroën,138170,90,0,0,1,0,0,1,71,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mercedes,54239,100,1,1,0,0,0,1,140,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,125822,85,0,0,0,0,0,0,94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Audi,82450,135,1,1,0,1,1,0,132,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Opel,60366,135,0,1,0,1,1,1,162,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Volkswagen,88092,120,1,1,1,0,1,0,92,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,155984,85,0,0,1,0,0,1,62,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mercedes,200579,100,1,1,0,0,1,0,115,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mercedes,157398,100,0,0,0,0,0,0,124,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,179112,85,1,1,0,0,1,0,97,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW,19919,85,0,1,0,0,0,0,129,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Audi,128102,135,0,1,0,0,0,0,133,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Renault,153079,85,0,1,0,0,0,0,105,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Audi,129456,180,0,1,0,0,0,0,104,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Renault,126769,160,0,0,0,0,0,0,125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Citroën,105069,135,1,1,1,0,0,0,104,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Renault,230442,85,0,0,1,0,1,0,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Citroën,158734,120,0,1,0,0,0,0,115,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Citroën,123696,135,0,1,1,0,0,0,115,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Citroën,179627,120,0,0,0,0,0,0,114,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Citroën,157195,120,0,1,0,0,0,0,109,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Renault,160598,85,0,0,0,0,0,0,102,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Peugeot,257168,85,0,0,0,0,0,0,46,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Renault,90328,135,0,0,0,0,0,0,135,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Renault,139992,85,0,1,0,0,0,0,107,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Renault,146541,120,1,1,0,0,0,0,121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Renault,123045,135,0,0,0,0,0,0,120,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Audi,230578,85,0,0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PGO,98085,190,0,0,0,0,0,0,132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Citroën,132638,135,0,0,0,0,0,0,110,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Audi,48735,160,0,0,0,0,0,0,132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Citroën,160469,135,0,0,0,0,0,0,115,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Renault,182749,85,0,0,0,0,1,0,104,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Citroën,203631,120,0,1,0,0,1,0,107,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Citroën,42220,135,0,0,0,0,0,0,135,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Citroën,41611,135,0,1,0,0,0,0,132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Peugeot,198795,100,0,1,0,0,0,0,110,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Audi,41036,135,0,0,0,0,0,0,157,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Peugeot,21858,105,0,0,0,0,0,0,125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Mercedes,126883,105,0,1,0,0,0,0,113,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Citroën,130152,135,0,0,0,0,0,0,98,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Audi,147671,200,1,1,0,0,0,0,139,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Peugeot,92972,105,0,0,0,0,0,0,122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PGO,96573,180,0,0,0,0,0,0,106,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Citroën,184231,120,0,1,0,0,1,0,126,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Citroën,64062,135,0,0,0,0,0,0,128,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Audi,116906,135,0,0,0,0,0,0,129,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Citroën,85174,135,0,0,0,0,0,0,129,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Peugeot,132195,100,0,0,0,0,0,0,93,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
