model_key,mileage,engine_power,private_parking_available,has_gps,has_air_conditioning,automatic_car,has_getaround_connect,has_speed_regulator,rental_price_per_day,fuel_electro,fuel_hybrid_petrol,fuel_petrol,car_type_coupe,car_type_estate,car_type_hatchback,car_type_sedan,car_type_subcompact,car_type_suv,car_type_van
Peugeot,176054,105,1,1,1,0,0,0,120,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Audi,208092,160,1,1,1,0,1,1,129,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Audi,122370,100,1,1,0,0,1,0,132,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,195075,90,0,1,1,0,0,0,61,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,119515,135,0,1,0,0,1,0,141,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,93702,105,0,0,0,0,0,0,127,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,139890,120,1,1,0,0,1,0,123,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,167954,120,0,0,0,0,0,0,69,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,101005,105,0,0,0,0,1,0,84,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,200508,122,0,1,0,0,1,1,97,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Audi,198941,180,1,1,1,0,1,0,132,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,201714,122,0,1,0,0,1,0,109,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,150739,105,0,1,0,0,1,0,114,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,53159,135,0,1,0,0,0,0,96,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,154203,135,0,0,0,0,0,1,108,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,193416,105,0,1,0,0,1,0,105,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,195524,122,1,0,0,0,1,0,106,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Audi,156934,190,1,1,0,1,1,0,154,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,202533,100,0,1,0,0,0,1,103,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,86899,85,0,0,0,0,0,0,77,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,159229,120,0,1,0,0,1,0,118,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,144295,135,1,1,1,1,1,1,115,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Audi,99561,190,1,1,1,1,1,0,171,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Audi,137757,160,1,1,0,1,1,1,154,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,131121,135,0,1,0,0,1,0,128,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PGO,247305,170,1,0,0,0,0,0,74,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,172193,105,0,0,0,0,0,0,102,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,200734,105,0,1,0,0,1,0,112,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,186501,120,1,1,0,0,0,0,114,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,153987,135,0,1,0,0,1,1,132,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,129294,100,0,1,0,0,0,0,97,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Audi,261240,150,1,1,1,0,1,1,119,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,128219,135,1,1,1,0,1,1,129,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,185424,105,0,1,0,0,0,0,97,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,186382,120,1,1,0,0,0,0,114,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,157416,135,0,1,0,0,1,1,109,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,171792,135,0,1,0,0,1,1,117,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,152402,105,0,1,0,0,0,0,114,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,86539,95,1,0,0,0,1,0,60,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,130671,140,1,1,0,1,1,0,132,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,156321,120,1,1,0,0,0,0,115,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,173701,100,0,1,0,0,0,0,110,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,170381,135,1,1,0,0,0,0,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,179240,105,0,1,1,0,0,1,106,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,129214,120,0,1,0,0,1,0,105,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,132589,135,1,1,0,0,0,0,112,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,207196,105,0,1,0,1,0,0,102,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,148475,120,0,0,0,0,0,0,103,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,190806,135,1,1,0,0,1,0,141,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,181976,120,1,1,0,0,1,1,97,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,198531,100,0,1,0,0,0,0,91,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,284984,110,1,0,0,0,1,0,35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,179203,122,0,1,0,0,1,0,120,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,139012,135,1,1,0,0,1,1,127,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,167347,135,0,0,0,0,1,0,115,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,209591,122,1,1,0,0,1,0,111,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,202580,130,1,0,0,0,0,0,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,165331,135,1,1,1,0,1,1,120,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Audi,111060,190,1,1,1,0,1,1,139,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,232842,135,1,1,1,0,1,1,112,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,166671,122,1,1,0,0,1,0,111,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,170185,100,0,0,0,0,0,1,102,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,166841,100,1,1,0,0,0,0,104,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,165222,85,0,1,0,0,0,0,109,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,145014,135,1,1,0,1,1,1,136,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,136924,140,1,1,0,0,1,1,139,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Audi,232732,150,1,1,1,0,1,0,120,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Audi,99012,190,0,1,1,0,1,1,173,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Audi,196511,155,1,1,0,0,1,0,124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,101974,135,0,0,0,0,0,0,122,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,153228,100,1,1,0,0,0,0,105,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BMW,157554,180,1,1,0,0,1,0,120,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,216973,90,1,1,0,0,0,0,65,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,122263,122,1,1,0,0,1,0,114,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,175444,135,0,1,0,0,0,0,101,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Audi,181186,105,0,1,0,0,1,0,127,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,85188,100,1,1,0,0,0,0,123,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,164299,120,0,0,0,0,0,1,86,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,175647,135,0,1,1,1,1,0,114,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,98200,100,0,1,0,0,0,0,118,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,159844,135,1,1,1,0,1,0,131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,80929,135,1,1,0,1,1,1,133,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,204930,122,1,1,0,0,1,0,112,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,135538,120,1,1,0,0,1,0,117,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Audi,178947,190,1,1,1,1,1,0,128,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,178723,105,0,1,0,0,0,0,94,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,114698,120,0,1,0,0,0,1,134,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,165114,120,1,1,1,0,1,0,128,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,81401,135,0,1,0,0,1,1,121,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,131640,105,0,0,0,0,1,1,104,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,183563,135,0,1,0,0,1,1,135,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,184850,135,0,1,0,1,1,0,146,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PGO,170820,190,1,1,0,0,1,1,142,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,121982,137,1,1,1,0,1,1,104,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,189441,120,1,1,0,0,1,1,122,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,168930,105,0,1,0,0,1,1,108,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,222246,100,1,1,0,0,1,0,97,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,163066,100,0,1,0,0,0,0,106,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,83190,100,1,1,0,0,0,0,80,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,173262,135,0,1,0,0,1,0,109,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,160403,135,0,1,0,0,1,0,127,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,127234,120,0,1,0,0,0,1,114,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,216231,100,1,1,0,0,0,0,98,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,208363,120,0,1,0,0,1,1,106,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,229327,100,1,1,1,0,0,0,78,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BMW,59468,180,1,1,0,0,0,0,151,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,128511,135,0,1,0,1,1,1,122,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,136729,135,0,1,0,0,1,0,140,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,125857,105,1,1,1,0,1,1,120,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,141739,135,0,1,0,0,1,0,135,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,188567,135,0,1,0,0,1,0,127,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PGO,178928,180,1,1,0,0,1,1,106,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,103360,120,1,1,0,0,1,1,123,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,171472,135,1,1,0,0,0,0,123,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,184223,120,0,1,0,0,0,1,111,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,194223,120,1,1,0,0,0,0,106,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,161003,135,0,1,0,0,1,1,117,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Audi,105880,160,0,1,0,0,0,0,150,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,152942,85,0,1,0,0,0,0,102,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,153439,140,1,1,0,1,1,0,148,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,142522,120,1,1,0,0,0,0,118,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,142056,120,0,1,0,0,0,1,120,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,131697,105,0,1,1,0,0,0,120,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Audi,121880,190,1,1,1,0,1,1,150,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,151859,85,0,1,0,0,0,0,77,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,193202,120,0,0,0,0,0,0,113,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,168748,120,1,1,0,0,1,1,114,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,274948,135,1,1,0,0,0,0,103,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Audi,268025,155,1,1,0,0,0,0,69,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Audi,210139,150,0,1,0,0,1,0,117,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,210769,135,1,1,0,0,0,0,135,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,81603,85,1,1,0,0,0,0,85,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,183743,100,0,1,0,0,0,0,102,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,154764,105,0,0,0,0,0,0,103,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Audi,162672,100,1,1,0,0,1,0,123,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,151443,120,0,1,0,0,1,0,103,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,53899,120,1,1,0,0,1,0,146,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,183623,140,0,1,1,0,1,0,132,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,137418,135,1,1,1,0,0,1,121,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,70494,120,1,1,0,0,0,0,122,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,172089,122,0,1,0,0,1,1,110,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,110194,120,1,1,0,0,1,0,115,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,103413,135,1,1,0,0,1,1,134,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,162245,135,0,1,0,0,1,0,114,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Audi,87625,190,1,1,0,0,0,0,142,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,156308,120,0,1,0,0,0,0,81,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,196729,135,1,1,0,0,1,0,112,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,177012,105,1,1,0,0,1,1,108,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,76286,100,1,1,1,0,1,0,114,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,134174,100,0,1,0,0,0,1,106,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,278612,120,1,1,0,0,0,0,65,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Audi,183971,160,1,1,0,1,1,0,116,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,165872,135,1,1,0,0,1,1,136,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,171661,105,0,1,0,0,0,0,106,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,176490,120,0,1,0,0,1,0,123,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,258707,120,1,0,0,0,0,1,65,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,130868,110,1,0,0,0,0,0,76,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,149521,100,0,1,0,0,0,0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,65786,120,1,1,0,0,1,0,130,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,128590,120,1,1,0,0,0,1,120,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Audi,171609,100,1,1,0,0,1,0,114,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,186955,135,1,1,0,0,0,0,110,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,152513,120,1,1,0,1,1,0,135,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Audi,223394,155,1,1,0,1,1,0,122,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,99078,135,1,1,0,0,0,0,113,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,35987,105,0,1,0,0,1,1,132,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,132445,135,1,1,1,0,1,0,142,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,228545,100,1,0,0,0,0,0,70,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,49335,110,1,1,0,0,0,0,141,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Audi,180232,155,1,1,1,1,0,0,130,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,135805,120,1,1,0,0,0,0,122,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,177606,120,1,1,0,0,0,0,108,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,129596,120,1,1,0,0,0,0,115,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,150071,120,0,0,1,0,0,0,117,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,141775,135,0,0,0,0,0,0,103,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Audi,133061,160,1,1,1,1,1,0,132,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,120833,120,0,1,0,1,1,1,128,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,174140,105,0,1,0,0,0,0,69,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,194482,105,0,1,0,0,0,0,103,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,118375,135,0,1,0,0,0,0,114,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,72457,120,1,1,0,0,1,0,144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,183339,100,0,1,0,0,0,0,102,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,126284,100,1,1,0,0,0,1,103,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,99110,100,0,1,0,0,0,0,106,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,201584,130,1,1,1,0,1,0,89,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Audi,223995,155,1,1,0,1,1,0,122,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,258439,100,1,0,0,0,0,0,44,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,220580,100,1,1,0,0,0,0,80,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,183572,100,0,1,0,0,0,0,82,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,195407,120,1,1,1,0,0,1,91,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BMW,202367,160,0,1,0,0,1,1,158,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,204840,130,0,0,0,0,0,0,71,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,100274,120,1,1,0,0,0,0,116,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,173109,120,1,1,0,0,0,0,110,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,61495,100,0,1,0,0,0,0,118,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,119534,120,1,1,0,0,1,0,130,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,94462,85,1,1,1,0,0,0,104,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,65034,160,1,0,0,0,1,0,145,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,91909,100,1,1,0,0,1,1,105,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,165464,100,1,1,0,0,0,0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,159820,100,1,1,0,0,0,0,71,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,171446,100,0,1,0,0,0,0,79,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,157318,120,0,1,0,0,1,0,103,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,182266,135,0,1,0,0,1,0,122,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,134645,120,1,1,1,0,0,0,117,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Audi,147903,105,1,1,0,0,0,0,124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Audi,163267,100,1,1,1,0,0,0,122,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Audi,269832,120,1,0,1,0,0,0,65,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,159878,100,1,1,0,0,0,0,106,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,155079,105,0,1,0,0,0,0,112,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,230784,100,0,0,0,0,1,0,71,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Audi,178224,110,1,1,0,0,1,0,117,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,46133,100,1,1,0,0,1,0,142,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Renault,163452,120,1,1,1,0,0,0,114,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peugeot,91300,105,0,0,0,0,0,0,124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Citroën,105784,120,0,0,0,0,0,0,112,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
