rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,delay_category
543502,410748,mobile,ended,-128.0,,,0- No delay
561219,295860,mobile,ended,-5.0,574786.0,60.0,0- No delay
561148,404434,mobile,ended,-11.0,,,0- No delay
543563,384040,connect,ended,-2.0,,,0- No delay
543771,334190,connect,ended,-197.0,,,0- No delay
543815,385523,connect,ended,-6.0,541049.0,150.0,0- No delay
560395,316817,mobile,ended,-51.0,,,0- No delay
560282,413068,mobile,ended,-29.0,,,0- No delay
559867,385628,connect,ended,-228.0,,,0- No delay
543944,189234,mobile,ended,-144.0,,,0- No delay
544114,311227,mobile,ended,-125.0,,,0- No delay
545556,394272,mobile,ended,-8.0,,,0- No delay
544141,311923,connect,ended,-170.0,,,0- No delay
544378,393824,mobile,ended,-142.0,,,0- No delay
559286,161747,mobile,ended,-4.0,,,0- No delay
544559,280227,connect,ended,-22.0,,,0- No delay
544743,307201,mobile,ended,-15.0,,,0- No delay
558859,394002,mobile,ended,-54.0,,,0- No delay
544926,402405,mobile,ended,-144.0,,,0- No delay
545117,388895,mobile,ended,-118.0,,,0- No delay
558695,317683,mobile,ended,-115.0,,,0- No delay
558631,390596,mobile,ended,-58.0,,,0- No delay
558612,396741,mobile,ended,-3.0,,,0- No delay
558605,366764,mobile,ended,-6.0,,,0- No delay
544178,379607,mobile,ended,-147.0,,,0- No delay
541616,282338,mobile,ended,-9.0,,,0- No delay
563044,203595,mobile,ended,-15.0,,,0- No delay
562949,394380,mobile,ended,-39.0,,,0- No delay
558206,401871,connect,ended,-77.0,,,0- No delay
545328,392847,connect,ended,-6.0,,,0- No delay
557958,407524,mobile,ended,-62.0,,,0- No delay
557805,373024,mobile,ended,-126.0,,,0- No delay
557710,360981,mobile,ended,-23.0,,,0- No delay
545647,335137,mobile,ended,-13.0,,,0- No delay
545800,180804,mobile,ended,-164.0,,,0- No delay
557427,403563,connect,ended,-98.0,,,0- No delay
557291,407397,mobile,ended,-29.0,,,0- No delay
544742,365926,connect,ended,-36.0,551678.0,570.0,0- No delay
557264,371214,connect,ended,-2.0,,,0- No delay
546003,226932,mobile,ended,-24.0,,,0- No delay
556825,404130,connect,ended,-7.0,551494.0,720.0,0- No delay
556686,291355,mobile,ended,-117.0,,,0- No delay
556280,289901,connect,ended,-85.0,,,0- No delay
556116,383997,mobile,ended,-99.0,,,0- No delay
546308,364236,mobile,ended,-1.0,,,0- No delay
546404,384193,connect,ended,-82.0,,,0- No delay
546439,397569,connect,ended,-95.0,,,0- No delay
547307,159533,connect,ended,-6.0,,,0- No delay
558145,385006,connect,ended,-89.0,,,0- No delay
558068,357530,connect,ended,-81.0,,,0- No delay
557039,341505,mobile,ended,-26.0,,,0- No delay
544542,334355,mobile,ended,-3.0,,,0- No delay
558722,277669,mobile,ended,-16.0,,,0- No delay
558769,401399,mobile,ended,-26.0,,,0- No delay
562527,402528,connect,ended,-203.0,,,0- No delay
562478,278702,mobile,ended,-88.0,,,0- No delay
562254,376901,connect,ended,-6.0,,,0- No delay
562220,363386,mobile,ended,-121.0,,,0- No delay
542175,402643,mobile,ended,-29.0,,,0- No delay
561880,386934,mobile,ended,-29.0,,,0- No delay
542252,353425,connect,ended,-153.0,547277.0,210.0,0- No delay
542514,385627,connect,ended,-150.0,,,0- No delay
542628,302993,mobile,ended,-14.0,,,0- No delay
561246,188274,mobile,ended,-49.0,,,0- No delay
543394,305525,connect,ended,-12.0,537439.0,720.0,0- No delay
560987,334190,connect,ended,-42.0,,,0- No delay
560888,393083,mobile,ended,-14.0,,,0- No delay
560579,320977,mobile,ended,-143.0,,,0- No delay
560388,393549,mobile,ended,-79.0,,,0- No delay
542967,364882,connect,ended,-15.0,,,0- No delay
560100,363918,mobile,ended,-45.0,,,0- No delay
543390,223615,mobile,ended,-45.0,532833.0,0.0,0- No delay
543717,402078,mobile,ended,-7.0,537304.0,240.0,0- No delay
559829,173712,mobile,ended,-85.0,,,0- No delay
544070,401870,connect,ended,-5.0,,,0- No delay
559735,380662,mobile,ended,-77.0,,,0- No delay
559313,265239,connect,ended,-48.0,,,0- No delay
544412,186291,mobile,ended,-29.0,,,0- No delay
558774,391334,mobile,ended,-140.0,,,0- No delay
547945,275007,mobile,ended,-10.0,,,0- No delay
559631,307470,mobile,ended,-158.0,,,0- No delay
546674,348293,connect,ended,-141.0,,,0- No delay
542886,390078,mobile,ended,-5.0,,,0- No delay
563015,326618,connect,ended,-105.0,,,0- No delay
542397,310990,mobile,ended,-12.0,,,0- No delay
559029,411754,connect,ended,-70.0,,,0- No delay
559101,346392,mobile,ended,-44.0,,,0- No delay
542087,389486,mobile,ended,-185.0,,,0- No delay
559471,408506,mobile,ended,-52.0,,,0- No delay
559508,403249,connect,ended,-83.0,,,0- No delay
560194,402911,mobile,ended,-23.0,,,0- No delay
541830,263603,mobile,ended,-59.0,,,0- No delay
541816,347464,connect,ended,-55.0,509094.0,720.0,0- No delay
560546,372115,mobile,ended,-28.0,,,0- No delay
562779,358915,mobile,ended,-110.0,,,0- No delay
560733,380497,mobile,ended,-7.0,,,0- No delay
541491,408275,mobile,ended,-4.0,,,0- No delay
561208,351549,connect,ended,-70.0,,,0- No delay
541086,307207,mobile,ended,-155.0,,,0- No delay
540812,387810,connect,ended,-39.0,,,0- No delay
540782,401387,mobile,ended,-60.0,521343.0,540.0,0- No delay
561991,414454,mobile,ended,-1.0,,,0- No delay
562205,410218,mobile,ended,-124.0,,,0- No delay
540204,391768,mobile,ended,-139.0,,,0- No delay
562332,350059,mobile,ended,-57.0,,,0- No delay
540029,349958,mobile,ended,-111.0,,,0- No delay
562498,351258,mobile,ended,-20.0,544878.0,630.0,0- No delay
539783,350231,mobile,ended,-78.0,,,0- No delay
539739,365625,mobile,ended,-22.0,,,0- No delay
542800,331673,mobile,ended,-43.0,,,0- No delay
562690,409197,mobile,ended,-37.0,,,0- No delay
551518,268787,mobile,ended,-13.0,,,0- No delay
530752,392685,mobile,ended,-128.0,,,0- No delay
530323,396821,mobile,ended,-48.0,,,0- No delay
529861,392653,mobile,ended,-65.0,,,0- No delay
552076,410226,mobile,ended,-79.0,,,0- No delay
552382,286751,connect,ended,-38.0,,,0- No delay
552694,378754,connect,ended,-189.0,,,0- No delay
552927,407817,mobile,ended,-56.0,,,0- No delay
527245,282159,mobile,ended,-33.0,,,0- No delay
561530,299063,connect,ended,-5.0,,,0- No delay
542834,371139,mobile,ended,-12.0,,,0- No delay
561956,381754,mobile,ended,-151.0,,,0- No delay
562219,363789,mobile,ended,-82.0,,,0- No delay
510875,271380,mobile,ended,-107.0,,,0- No delay
510179,352160,mobile,ended,-28.0,,,0- No delay
506261,374741,connect,ended,-36.0,,,0- No delay
506093,381535,mobile,ended,-62.0,,,0- No delay
562317,345080,connect,ended,-9.0,563786.0,210.0,0- No delay
543204,405828,mobile,ended,-31.0,,,0- No delay
543097,351787,mobile,ended,-1.0,,,0- No delay
543033,372878,mobile,ended,-45.0,,,0- No delay
542866,347847,mobile,ended,-152.0,,,0- No delay
562687,411892,mobile,ended,-49.0,,,0- No delay
562046,291932,connect,ended,-40.0,,,0- No delay
533657,307567,mobile,ended,-19.0,,,0- No delay
562511,353781,mobile,ended,-64.0,,,0- No delay
562544,267672,mobile,ended,-14.0,,,0- No delay
550353,266015,mobile,ended,-26.0,,,0- No delay
546589,288865,mobile,ended,-6.0,,,0- No delay
546547,374007,mobile,ended,-116.0,,,0- No delay
553764,397091,mobile,ended,-13.0,,,0- No delay
553895,257721,mobile,ended,-24.0,,,0- No delay
546431,171503,mobile,ended,-107.0,,,0- No delay
553993,403882,mobile,ended,-96.0,,,0- No delay
554438,394692,mobile,ended,-60.0,,,0- No delay
545760,383804,connect,ended,-25.0,552820.0,180.0,0- No delay
545670,317330,connect,ended,-186.0,,,0- No delay
550391,397466,mobile,ended,-132.0,,,0- No delay
545643,385886,mobile,ended,-25.0,,,0- No delay
554814,368776,mobile,ended,-15.0,,,0- No delay
545553,184588,mobile,ended,-38.0,,,0- No delay
554968,246368,connect,ended,-74.0,,,0- No delay
555014,398697,mobile,ended,-12.0,,,0- No delay
544864,357860,connect,ended,-52.0,540016.0,450.0,0- No delay
544853,392368,connect,ended,-14.0,,,0- No delay
544799,394928,connect,ended,-59.0,531562.0,210.0,0- No delay
555237,383485,mobile,ended,-14.0,,,0- No delay
543332,403621,mobile,ended,-35.0,,,0- No delay
555528,363658,mobile,ended,-218.0,,,0- No delay
543197,300781,mobile,ended,-47.0,,,0- No delay
545621,404192,mobile,ended,-10.0,,,0- No delay
539685,405396,mobile,ended,-99.0,,,0- No delay
550404,393185,mobile,ended,-11.0,,,0- No delay
550619,372349,mobile,ended,-23.0,,,0- No delay
539518,356123,mobile,ended,-23.0,,,0- No delay
539476,293321,mobile,ended,-207.0,,,0- No delay
539400,343596,mobile,ended,-168.0,,,0- No delay
539334,404906,mobile,ended,-55.0,,,0- No delay
539266,318911,mobile,ended,-22.0,,,0- No delay
553023,356607,mobile,ended,-8.0,,,0- No delay
552956,216900,mobile,ended,-152.0,,,0- No delay
552851,330619,mobile,ended,-106.0,,,0- No delay
552594,399528,connect,ended,-40.0,,,0- No delay
562820,411882,mobile,ended,-35.0,,,0- No delay
552376,401232,mobile,ended,-84.0,,,0- No delay
552171,351611,mobile,ended,-109.0,,,0- No delay
553185,356630,mobile,ended,-71.0,,,0- No delay
562833,360551,connect,ended,-10.0,560777.0,330.0,0- No delay
552041,381146,mobile,ended,-7.0,,,0- No delay
562835,291982,mobile,ended,-3.0,,,0- No delay
551784,409345,mobile,ended,-17.0,557381.0,60.0,0- No delay
551668,389087,mobile,ended,-6.0,,,0- No delay
551511,364652,connect,ended,-81.0,,,0- No delay
551369,304392,connect,ended,-174.0,551492.0,630.0,0- No delay
551294,358054,mobile,ended,-47.0,,,0- No delay
552449,371632,connect,ended,-86.0,,,0- No delay
551168,388795,mobile,ended,-31.0,,,0- No delay
552689,332376,mobile,ended,-29.0,,,0- No delay
552753,399575,connect,ended,-43.0,,,0- No delay
552758,384688,connect,ended,-132.0,,,0- No delay
553173,401166,mobile,ended,-20.0,,,0- No delay
552111,313955,mobile,ended,-94.0,544602.0,300.0,0- No delay
534370,400171,mobile,ended,-69.0,,,0- No delay
549800,305155,connect,ended,-42.0,,,0- No delay
546709,369382,mobile,ended,-53.0,,,0- No delay
556399,287544,mobile,ended,-166.0,,,0- No delay
546901,313772,connect,ended,-71.0,,,0- No delay
547121,340419,mobile,ended,-81.0,,,0- No delay
556136,321996,mobile,ended,-131.0,,,0- No delay
556111,321310,connect,ended,-146.0,,,0- No delay
556081,403644,mobile,ended,-6.0,,,0- No delay
547224,397027,mobile,ended,-55.0,,,0- No delay
547900,409731,mobile,ended,-189.0,,,0- No delay
555694,392256,mobile,ended,-67.0,,,0- No delay
555436,395204,connect,ended,-14.0,,,0- No delay
556523,316817,mobile,ended,-185.0,,,0- No delay
555068,303309,connect,ended,-66.0,,,0- No delay
554628,346139,mobile,ended,-87.0,,,0- No delay
548523,348400,mobile,ended,-181.0,,,0- No delay
548551,187611,mobile,ended,-55.0,,,0- No delay
548828,407414,mobile,ended,-26.0,,,0- No delay
549058,399002,mobile,ended,-38.0,,,0- No delay
549083,409854,mobile,ended,-29.0,,,0- No delay
556846,315030,mobile,ended,-22.0,,,0- No delay
549090,392718,mobile,ended,-48.0,,,0- No delay
556673,310636,connect,ended,-119.0,,,0- No delay
556626,255967,mobile,ended,-15.0,,,0- No delay
556593,189197,mobile,ended,-17.0,,,0- No delay
549279,380785,mobile,ended,-66.0,,,0- No delay
548369,371387,mobile,ended,-24.0,,,0- No delay
556358,224085,mobile,ended,-62.0,,,0- No delay
546199,407632,mobile,ended,-66.0,,,0- No delay
556683,410853,mobile,ended,-95.0,,,0- No delay
549555,338243,connect,ended,-154.0,,,0- No delay
551156,403149,mobile,ended,-26.0,,,0- No delay
549714,346208,connect,ended,-126.0,553005.0,240.0,0- No delay
550985,396727,mobile,ended,-19.0,,,0- No delay
549969,392070,mobile,ended,-12.0,,,0- No delay
550547,384193,connect,ended,-62.0,,,0- No delay
550616,368432,mobile,ended,-65.0,527378.0,0.0,0- No delay
557461,194343,connect,ended,-29.0,505628.0,90.0,0- No delay
550904,400362,mobile,ended,-8.0,,,0- No delay
551075,409516,mobile,ended,-14.0,,,0- No delay
551079,363786,mobile,ended,-69.0,,,0- No delay
558096,405458,mobile,ended,-68.0,,,0- No delay
551327,376626,mobile,ended,-207.0,538892.0,660.0,0- No delay
555890,380813,mobile,ended,-145.0,,,0- No delay
551405,292626,mobile,ended,-76.0,,,0- No delay
557540,375047,connect,ended,-69.0,552358.0,630.0,0- No delay
557457,409993,connect,ended,-60.0,,,0- No delay
557453,338249,mobile,ended,-22.0,,,0- No delay
551699,194120,mobile,ended,-23.0,,,0- No delay
551728,409197,mobile,ended,-56.0,,,0- No delay
557287,368894,mobile,ended,-1.0,,,0- No delay
557271,222928,connect,ended,-196.0,,,0- No delay
557254,255967,mobile,ended,-2.0,,,0- No delay
555315,373927,mobile,ended,-31.0,,,0- No delay
555603,384383,mobile,ended,-7.0,,,0- No delay
556780,365784,mobile,ended,-72.0,,,0- No delay
555637,300505,connect,ended,-1.0,545888.0,60.0,0- No delay
551421,412623,mobile,ended,-27.0,,,0- No delay
556349,342699,connect,ended,-11.0,,,0- No delay
556307,385574,connect,ended,-27.0,,,0- No delay
556209,405005,connect,ended,-91.0,,,0- No delay
537307,392331,mobile,ended,-5.0,,,0- No delay
537165,314466,connect,ended,-33.0,,,0- No delay
537113,380069,mobile,ended,-179.0,,,0- No delay
536789,374169,connect,ended,-188.0,,,0- No delay
560431,284713,connect,ended,-45.0,567229.0,600.0,0- No delay
536685,325695,mobile,ended,-79.0,,,0- No delay
536351,340594,connect,ended,-130.0,,,0- No delay
561192,328135,connect,ended,-46.0,,,0- No delay
536168,405082,mobile,ended,-1.0,,,0- No delay
547993,269941,mobile,ended,-19.0,,,0- No delay
548172,361156,mobile,ended,-29.0,522848.0,300.0,0- No delay
535991,228359,connect,ended,-225.0,,,0- No delay
548439,405347,mobile,ended,-86.0,,,0- No delay
537354,403245,mobile,ended,-3.0,,,0- No delay
548441,299063,connect,ended,-102.0,,,0- No delay
548783,371217,connect,ended,-156.0,,,0- No delay
549020,312727,mobile,ended,-77.0,,,0- No delay
549107,350873,connect,ended,-4.0,547903.0,0.0,0- No delay
549149,248889,connect,ended,-29.0,,,0- No delay
535358,383114,mobile,ended,-165.0,,,0- No delay
535255,368404,mobile,ended,-12.0,,,0- No delay
535117,394904,mobile,ended,-35.0,,,0- No delay
549437,381787,connect,ended,-6.0,,,0- No delay
535053,396435,connect,ended,-81.0,,,0- No delay
549662,375621,connect,ended,-170.0,,,0- No delay
534721,273565,connect,ended,-10.0,,,0- No delay
535751,325591,mobile,ended,-58.0,,,0- No delay
537526,293662,mobile,ended,-131.0,,,0- No delay
537538,382714,mobile,ended,-60.0,,,0- No delay
558629,391620,mobile,ended,-5.0,,,0- No delay
549766,383625,connect,ended,-12.0,,,0- No delay
549825,403265,connect,ended,-18.0,,,0- No delay
550063,346303,mobile,ended,-72.0,,,0- No delay
550102,366371,connect,ended,-37.0,,,0- No delay
555832,327344,mobile,ended,-178.0,,,0- No delay
555708,368604,connect,ended,-95.0,,,0- No delay
550261,408392,mobile,ended,-148.0,,,0- No delay
550345,387970,mobile,ended,-138.0,,,0- No delay
535784,392327,mobile,ended,-89.0,,,0- No delay
550562,408445,mobile,ended,-93.0,,,0- No delay
550575,402078,mobile,ended,-139.0,543717.0,0.0,0- No delay
550703,379984,mobile,ended,-36.0,,,0- No delay
534805,396183,mobile,ended,-106.0,,,0- No delay
550783,380239,connect,ended,-36.0,,,0- No delay
539081,408237,mobile,ended,-56.0,,,0- No delay
539055,332738,mobile,ended,-13.0,,,0- No delay
538795,398855,mobile,ended,-60.0,,,0- No delay
538757,366473,mobile,ended,-36.0,,,0- No delay
558453,284054,mobile,ended,-184.0,,,0- No delay
558496,348293,connect,ended,-12.0,,,0- No delay
558544,311943,mobile,ended,-6.0,,,0- No delay
539050,371602,mobile,ended,-9.0,,,0- No delay
543139,344594,mobile,ended,-7.0,,,0- No delay
542919,248627,mobile,ended,-58.0,,,0- No delay
542880,321801,mobile,ended,-39.0,,,0- No delay
573002,371354,connect,ended,-1.0,,,0- No delay
575013,293910,mobile,ended,-15.0,563147.0,630.0,0- No delay
550878,297962,connect,ended,-95.0,,,0- No delay
550869,402500,mobile,ended,-48.0,,,0- No delay
568757,379316,mobile,ended,-5.0,567008.0,480.0,0- No delay
569090,391576,mobile,ended,-53.0,,,0- No delay
569195,190541,mobile,ended,-228.0,,,0- No delay
570635,403197,mobile,ended,-148.0,,,0- No delay
572263,290140,connect,ended,-89.0,,,0- No delay
550039,364692,mobile,ended,-43.0,,,0- No delay
555896,192567,mobile,ended,-27.0,,,0- No delay
549706,363419,mobile,ended,-84.0,,,0- No delay
555952,363386,mobile,ended,-8.0,555902.0,300.0,0- No delay
572017,261879,mobile,ended,-70.0,,,0- No delay
549584,398456,connect,ended,-14.0,,,0- No delay
549562,410458,mobile,ended,-150.0,,,0- No delay
556234,296021,connect,ended,-10.0,,,0- No delay
549516,408509,mobile,ended,-96.0,,,0- No delay
556238,399603,mobile,ended,-29.0,560315.0,300.0,0- No delay
556324,413050,mobile,ended,-13.0,,,0- No delay
556442,402078,mobile,ended,-75.0,,,0- No delay
556565,392479,mobile,ended,-28.0,,,0- No delay
557146,412698,mobile,ended,-8.0,,,0- No delay
553518,317639,mobile,ended,-10.0,561611.0,120.0,0- No delay
557196,260509,mobile,ended,-81.0,,,0- No delay
553349,338465,mobile,ended,-21.0,,,0- No delay
553145,410702,mobile,ended,-145.0,,,0- No delay
557277,162571,connect,ended,-95.0,,,0- No delay
549581,349012,mobile,ended,-65.0,,,0- No delay
550159,341997,mobile,ended,-77.0,,,0- No delay
571604,384657,connect,ended,-40.0,,,0- No delay
551753,259513,mobile,ended,-35.0,,,0- No delay
554142,173061,connect,ended,-49.0,,,0- No delay
567038,407465,connect,ended,-3.0,566140.0,180.0,0- No delay
567136,404923,mobile,ended,-85.0,,,0- No delay
554604,358920,mobile,ended,-19.0,,,0- No delay
567347,328263,mobile,ended,-59.0,565243.0,150.0,0- No delay
567844,395404,mobile,ended,-6.0,,,0- No delay
567859,310918,connect,ended,-14.0,562013.0,600.0,0- No delay
554163,261576,mobile,ended,-3.0,,,0- No delay
567901,303172,mobile,ended,-16.0,,,0- No delay
554019,396435,connect,ended,-12.0,,,0- No delay
554014,408144,mobile,ended,-61.0,,,0- No delay
553954,397593,mobile,ended,-3.0,,,0- No delay
570598,374698,mobile,ended,-20.0,,,0- No delay
553887,320243,mobile,ended,-106.0,,,0- No delay
553819,389272,mobile,ended,-86.0,,,0- No delay
553779,373316,mobile,ended,-30.0,,,0- No delay
568084,214635,connect,ended,-22.0,549978.0,540.0,0- No delay
553385,358772,connect,ended,-71.0,543328.0,120.0,0- No delay
553303,412329,mobile,ended,-35.0,,,0- No delay
553269,223143,mobile,ended,-49.0,,,0- No delay
568317,314220,mobile,ended,-106.0,561970.0,720.0,0- No delay
552965,305525,connect,ended,-6.0,,,0- No delay
568351,393471,mobile,ended,-49.0,,,0- No delay
552409,381884,mobile,ended,-70.0,,,0- No delay
568616,356551,connect,ended,-2.0,,,0- No delay
569501,295830,connect,ended,-9.0,557587.0,120.0,0- No delay
553825,335276,connect,ended,-18.0,552800.0,150.0,0- No delay
550011,290847,mobile,ended,-21.0,,,0- No delay
549966,314564,mobile,ended,-61.0,,,0- No delay
558020,361198,mobile,ended,-9.0,,,0- No delay
560586,315563,mobile,ended,-47.0,,,0- No delay
560872,385073,mobile,ended,-56.0,,,0- No delay
537403,368432,mobile,ended,-3.0,,,0- No delay
537176,343808,connect,ended,-50.0,,,0- No delay
536954,187371,mobile,ended,-4.0,,,0- No delay
536762,300336,mobile,ended,-109.0,,,0- No delay
561547,390166,mobile,ended,-6.0,,,0- No delay
536643,344988,mobile,ended,-31.0,,,0- No delay
536604,367567,mobile,ended,-20.0,,,0- No delay
561640,369483,mobile,ended,-108.0,,,0- No delay
536474,323095,mobile,ended,-5.0,,,0- No delay
560465,338243,connect,ended,-50.0,,,0- No delay
561694,245154,connect,ended,-47.0,,,0- No delay
561747,344367,mobile,ended,-63.0,,,0- No delay
562491,372115,mobile,ended,-23.0,,,0- No delay
535537,385131,connect,ended,-102.0,,,0- No delay
535367,293166,mobile,ended,-62.0,,,0- No delay
562704,415311,mobile,ended,-10.0,,,0- No delay
542075,370726,mobile,ended,-49.0,,,0- No delay
534664,341861,connect,ended,-136.0,,,0- No delay
542368,359365,mobile,ended,-70.0,,,0- No delay
542376,364520,mobile,ended,-54.0,,,0- No delay
542471,366981,connect,ended,-98.0,,,0- No delay
542486,190321,mobile,ended,-3.0,,,0- No delay
542555,337131,connect,ended,-5.0,,,0- No delay
542709,389445,mobile,ended,-3.0,,,0- No delay
536020,295105,connect,ended,-102.0,,,0- No delay
560168,242282,mobile,ended,-33.0,,,0- No delay
537999,339189,connect,ended,-57.0,,,0- No delay
559952,251815,connect,ended,-50.0,,,0- No delay
558089,355272,mobile,ended,-36.0,,,0- No delay
549834,359365,mobile,ended,-139.0,,,0- No delay
549781,260745,mobile,ended,-56.0,,,0- No delay
549649,380579,mobile,ended,-30.0,,,0- No delay
549613,311707,connect,ended,-33.0,543933.0,0.0,0- No delay
549554,408632,connect,ended,-65.0,,,0- No delay
558170,393729,mobile,ended,-21.0,,,0- No delay
558259,409801,mobile,ended,-4.0,,,0- No delay
558295,241032,mobile,ended,-50.0,,,0- No delay
558473,405611,mobile,ended,-203.0,,,0- No delay
548981,355900,connect,ended,-27.0,,,0- No delay
548799,305525,connect,ended,-8.0,,,0- No delay
548556,375553,mobile,ended,-216.0,561402.0,60.0,0- No delay
548532,322742,mobile,ended,-22.0,,,0- No delay
558680,337582,mobile,ended,-107.0,,,0- No delay
558882,313555,mobile,ended,-181.0,,,0- No delay
559038,192831,mobile,ended,-22.0,,,0- No delay
538972,220713,mobile,ended,-27.0,,,0- No delay
538971,382075,mobile,ended,-13.0,,,0- No delay
559483,389094,mobile,ended,-56.0,,,0- No delay
538794,311126,mobile,ended,-9.0,,,0- No delay
538418,182933,mobile,ended,-103.0,,,0- No delay
538323,381104,mobile,ended,-86.0,,,0- No delay
538202,326069,mobile,ended,-81.0,,,0- No delay
559798,376840,connect,ended,-48.0,558702.0,60.0,0- No delay
559847,403265,connect,ended,-162.0,,,0- No delay
567000,415154,mobile,ended,-3.0,,,0- No delay
554354,410832,mobile,ended,-73.0,,,0- No delay
554470,392718,mobile,ended,-15.0,547640.0,60.0,0- No delay
554531,353384,mobile,ended,-66.0,,,0- No delay
554608,305525,connect,ended,-13.0,552965.0,270.0,0- No delay
539412,340064,mobile,ended,-18.0,,,0- No delay
554782,359367,mobile,ended,-24.0,,,0- No delay
555310,337217,mobile,ended,-49.0,,,0- No delay
539166,310661,mobile,ended,-184.0,,,0- No delay
555578,312110,mobile,ended,-9.0,,,0- No delay
555646,407465,connect,ended,-6.0,553623.0,30.0,0- No delay
555698,313369,mobile,ended,-131.0,,,0- No delay
556078,212965,connect,ended,-29.0,,,0- No delay
556231,407865,mobile,ended,-1.0,,,0- No delay
521069,400663,mobile,ended,-7.0,,,0- No delay
556325,396009,connect,ended,-50.0,,,0- No delay
554459,389467,mobile,ended,-96.0,,,0- No delay
520276,384936,mobile,ended,-32.0,,,0- No delay
519938,186694,mobile,ended,-3.0,,,0- No delay
518689,366786,mobile,ended,-65.0,,,0- No delay
518323,355179,mobile,ended,-15.0,,,0- No delay
556791,211860,connect,ended,-69.0,,,0- No delay
556883,403787,mobile,ended,-29.0,,,0- No delay
556945,332605,mobile,ended,-7.0,,,0- No delay
541194,409646,mobile,ended,-42.0,,,0- No delay
511338,362101,mobile,ended,-63.0,,,0- No delay
509295,271582,mobile,ended,-38.0,,,0- No delay
541226,342699,connect,ended,-71.0,,,0- No delay
541656,192179,connect,ended,-58.0,,,0- No delay
507540,312118,mobile,ended,-23.0,,,0- No delay
506459,361055,mobile,ended,-28.0,,,0- No delay
520152,317613,mobile,ended,-73.0,,,0- No delay
528155,388895,mobile,ended,-63.0,,,0- No delay
554437,332605,mobile,ended,-14.0,,,0- No delay
542816,242977,mobile,ended,-39.0,,,0- No delay
542701,409005,mobile,ended,-12.0,541529.0,60.0,0- No delay
542524,405005,connect,ended,-21.0,,,0- No delay
539684,383443,connect,ended,-166.0,,,0- No delay
542232,316042,connect,ended,-226.0,,,0- No delay
539715,355342,mobile,ended,-56.0,,,0- No delay
542107,363658,mobile,ended,-16.0,,,0- No delay
540459,403180,mobile,ended,-69.0,,,0- No delay
540627,407417,mobile,ended,-5.0,,,0- No delay
541861,406413,mobile,ended,-46.0,540030.0,120.0,0- No delay
540732,395572,mobile,ended,-133.0,,,0- No delay
541800,173376,mobile,ended,-58.0,,,0- No delay
554216,409983,mobile,ended,-90.0,,,0- No delay
541698,340897,mobile,ended,-9.0,,,0- No delay
541602,383110,connect,ended,-36.0,539987.0,720.0,0- No delay
540969,332555,mobile,ended,-16.0,,,0- No delay
541160,380833,mobile,ended,-22.0,556918.0,60.0,0- No delay
541177,404336,mobile,ended,-214.0,,,0- No delay
553687,284713,connect,ended,-62.0,,,0- No delay
540250,394801,mobile,ended,-49.0,,,0- No delay
540235,350173,mobile,ended,-9.0,,,0- No delay
553797,281955,mobile,ended,-9.0,,,0- No delay
540077,265664,connect,ended,-20.0,,,0- No delay
540875,372027,mobile,ended,-12.0,,,0- No delay
549445,409584,mobile,ended,-26.0,,,0- No delay
549401,228703,connect,ended,-5.0,,,0- No delay
529029,386583,mobile,ended,-48.0,,,0- No delay
513011,384837,mobile,ended,-27.0,,,0- No delay
515659,375421,connect,ended,-1.0,,,0- No delay
517385,337811,mobile,ended,-20.0,,,0- No delay
545470,300580,mobile,ended,-23.0,,,0- No delay
545444,371572,connect,ended,-126.0,,,0- No delay
519858,290567,mobile,ended,-23.0,,,0- No delay
545138,393328,mobile,ended,-133.0,,,0- No delay
539569,383329,mobile,ended,-4.0,,,0- No delay
520077,395034,mobile,ended,-33.0,,,0- No delay
520343,375233,mobile,ended,-56.0,,,0- No delay
539159,379808,mobile,ended,-28.0,,,0- No delay
522486,402513,mobile,ended,-49.0,,,0- No delay
574893,294059,mobile,ended,-107.0,,,0- No delay
523462,186958,mobile,ended,-61.0,554177.0,690.0,0- No delay
555359,334922,mobile,ended,-81.0,,,0- No delay
555201,407411,mobile,ended,-26.0,,,0- No delay
565535,351776,mobile,ended,-208.0,,,0- No delay
565621,403153,mobile,ended,-91.0,,,0- No delay
565664,376524,mobile,ended,-26.0,,,0- No delay
554926,412226,mobile,ended,-11.0,560213.0,420.0,0- No delay
554745,367919,connect,ended,-32.0,,,0- No delay
554705,406508,mobile,ended,-35.0,,,0- No delay
566111,412484,mobile,ended,-26.0,,,0- No delay
554673,383344,connect,ended,-9.0,553891.0,180.0,0- No delay
554603,374626,mobile,ended,-116.0,,,0- No delay
566853,318362,mobile,ended,-14.0,,,0- No delay
574223,374741,connect,ended,-35.0,,,0- No delay
573561,324180,mobile,ended,-88.0,,,0- No delay
545968,380332,mobile,ended,-1.0,,,0- No delay
529590,403240,mobile,ended,-142.0,,,0- No delay
549204,228309,mobile,ended,-37.0,,,0- No delay
549086,399575,connect,ended,-58.0,,,0- No delay
530014,342710,connect,ended,-21.0,,,0- No delay
548954,348999,connect,ended,-53.0,,,0- No delay
530683,407373,mobile,ended,-114.0,,,0- No delay
548946,340333,connect,ended,-146.0,,,0- No delay
548906,312157,mobile,ended,-2.0,555893.0,690.0,0- No delay
